episode,avg_reward
0,-67.40169016134165
1,-83.24926400849228
2,-82.0171608568954
3,-216.96795927621469
4,-218.6601680089821
5,-129.17063287011302
6,-283.514817552576
7,-78.35137098116851
8,20.02495868184539
9,-113.23486086260583
10,-90.80130191181202
11,-106.30316550087082
12,-202.30087702956985
13,-257.30931351812296
14,-155.25026929611124
15,-135.35122952941612
16,-188.68147122064653
17,-280.8508023547982
18,-202.3039738530484
19,-187.78687898553193
20,-334.20465902175135
21,-87.46330980095652
22,13.557494015086647
23,-70.4628439906408
24,-236.29445591136164
25,-46.43719386745354
26,-301.7158683853339
27,-35.274456667603175
28,-225.74453432870627
29,-258.99559203127376
30,-206.2487110825544
31,-196.28520125480216
32,-262.36355392934433
33,1.0513125148356153
34,-73.72615340424136
35,-143.05776583384664
36,-218.15144077384957
37,-39.23194177430223
38,-188.1253427647303
39,-78.92904898543036
40,-200.77740848369731
41,-182.08111211839935
42,-127.2335326078029
43,217.51022510647326
44,-91.85267421622206
45,-228.97719200256842
46,188.98395632420136
47,-61.84462575685875
48,-64.30848397372631
49,-268.09495551737945
50,-44.836683382360405
51,-121.05884262966792
52,-305.9985613469901
53,-36.495115254941254
54,-105.08842946067
55,-94.39566112477051
56,-143.92508430422023
57,-81.93801362040816
58,-205.13483360239394
59,-169.86240656632705
60,-36.63219603995355
61,-153.44069053506934
62,-160.44717451365653
63,24.113089094557438
64,-36.45392123803633
65,-150.92392777559914
66,-56.26020177552761
67,-81.54698533538728
68,-40.32574475094283
69,-26.65211946936434
70,-57.829586518958436
71,-2.8456758715376127
72,-59.37383847148267
73,-6.2414254105163565
74,-13.60089225645415
75,-55.84375215382642
76,-32.975752770508954
77,-67.22655972372186
78,-47.496252189287404
79,-51.19921125040634
80,-56.77649897437357
81,-27.312228951451793
82,0.31271013294892636
83,-49.93281556833154
84,-25.460049642935914
85,-34.77716096416801
86,-27.088120362763263
87,24.4544200880788
88,-58.4634246228073
89,-5.810173356033696
90,-48.08913711933058
91,-62.20870220620076
92,-23.949830553015452
93,-57.3574023911404
94,-48.056822488661
95,-13.114202092551032
96,-16.68234998488171
97,-8.340921326583326
98,-34.0822747703227
99,-34.7603569731671
100,-1.9585063215006653
101,1.9957068106360496
102,-123.71198616203307
